Date,Close,High,Low,Open,Volume
2016-04-26,2062.177978515625,2078.102132789877,2034.3107085356842,2078.102132789877,129737500
2016-04-27,2078.101806640625,2078.101806640625,2058.1966169218454,2062.177654865601,64185500
2016-04-28,2074.12109375,2098.00732515595,2070.1400551823417,2090.045248020633,68854000
2016-04-29,2078.101806640625,2090.044920471893,2070.1397307531133,2074.120768696869,61001500
2016-05-02,2086.06396484375,2090.045002944597,2066.1587743395157,2086.06396484375,26048000
2016-05-03,2078.101806640625,2098.006996359405,2074.120768696869,2090.044920471893,82224500
2016-05-04,2086.06396484375,2086.06396484375,2074.120850541209,2078.101888642056,75545000
2016-05-09,2090.044921875,2101.9880357142856,2078.1018080357144,2086.0638839285716,91446000
2016-05-10,2098.00732421875,2117.91251704815,2078.1021313893502,2078.1021313893502,158328000
2016-05-11,2094.026611328125,2117.912846438332,2086.064532958056,2094.026611328125,91480000
2016-05-12,2094.026611328125,2101.988689698194,2086.064532958056,2086.064532958056,43259500
2016-05-13,2094.026611328125,2101.988689698194,2070.1403762179184,2070.1403762179184,75686000
2016-05-16,2074.12109375,2086.064209452975,2062.177978047025,2086.064209452975,84077000
2016-05-17,2070.14013671875,2078.102214167668,2054.2159818209134,2074.121175443209,64829000
2016-05-18,2074.12109375,2078.1021323176583,2054.215900911708,2054.215900911708,66771000
2016-05-19,2066.158935546875,2074.121012369792,2062.177897135417,2070.1399739583335,105881500
2016-05-20,2074.12109375,2074.12109375,2062.177978047025,2062.177978047025,68004000
2016-05-23,2086.06396484375,2086.06396484375,2058.196698137822,2070.1398124403627,31748500
2016-05-24,2066.158935546875,2082.0830891927085,2066.158935546875,2078.10205078125,69157000
2016-05-25,2070.14013671875,2074.121175443209,2050.234943096454,2070.14013671875,84150500
2016-05-26,2074.12109375,2082.0831708853166,2054.215900911708,2082.0831708853166,42055000
2016-05-27,2070.14013671875,2074.121175443209,2054.2159818209134,2070.14013671875,80811500
2016-05-30,2101.988525390625,2117.9126808860087,2066.159175526012,2074.121253273704,99330000
2016-05-31,2070.14013671875,2117.9126014122594,2070.14013671875,2117.9126014122594,160724000
2016-06-01,2098.00732421875,2098.00732421875,2078.1021313893502,2086.0642085211102,82418000
2016-06-02,2094.026611328125,2101.988689698194,2082.083493773022,2086.064532958056,88747000
2016-06-03,2090.044921875,2094.025959821429,2074.120770089286,2078.1018080357144,53839500
2016-06-06,2090.044921875,2101.9880357142856,2082.0828459821428,2090.044921875,105900000
2016-06-07,2086.06396484375,2094.0260410454434,2082.082926742903,2094.0260410454434,87665500
2016-06-08,2086.06396484375,2090.045002944597,2070.1398124403627,2082.082926742903,89579500
2016-06-09,2070.14013671875,2078.102214167668,2062.1780592698315,2074.121175443209,67474500
2016-06-10,2058.19677734375,2070.1398921058994,2054.2157390897005,2066.15885385185,77928000
2016-06-13,2034.3104248046875,2062.1776908979027,2030.3293867913712,2046.253538844637,75798500
2016-06-14,2046.2537841796875,2046.2537841796877,2018.386514745334,2022.367553235956,78620500
2016-06-15,2058.19677734375,2062.1778155978,2038.291586073501,2046.2536625816008,35512500
2016-06-16,2070.14013671875,2074.121175443209,2058.1970205453727,2062.1780592698315,49661000
2016-06-17,2054.215576171875,2074.120765863463,2046.2535002952397,2070.139727925145,60702000
2016-06-20,2042.2723388671875,2062.177527355172,2026.3481880768002,2054.215451959978,46267000
2016-06-21,2042.2723388671875,2054.215451959978,2026.3481880768002,2042.2723388671877,89712000
2016-06-22,2054.215576171875,2082.082841740098,2042.2724623569222,2042.2724623569222,60166000
2016-06-23,2062.177978515625,2074.1210942213143,2046.2538242413732,2054.215901378499,30252000
2016-06-24,2034.3104248046875,2062.1776908979027,2010.4241967247892,2050.2345768579535,86883500
2016-06-27,2038.2918701171875,2042.2729089260101,2014.4056372642517,2014.4056372642517,44316000
2016-06-28,2074.12109375,2090.045248020633,2042.2727852087332,2042.2727852087332,121856000
2016-06-29,2117.912109375,2117.912109375,2094.0258825775377,2094.0258825775377,200147000
2016-06-30,2121.893798828125,2141.798993939083,2113.9317207837416,2133.8369158947,186770500
2016-07-01,2105.969970703125,2145.7803671247343,2101.988931060964,2129.8562085560907,126695500
2016-07-11,2149.760498046875,2165.684649884259,2109.9501184534142,2125.8742702907984,197073000
2016-07-12,2189.571044921875,2209.4762362393467,2157.7227388139204,2165.684815340909,190642000
2016-07-13,2197.532958984375,2201.5139969535494,2189.5708830460258,2197.532958984375,138530500
2016-07-14,2205.4951171875,2221.4192696581677,2201.514079069833,2213.457193422834,148394000
2016-07-15,2229.38232421875,2233.3633640834264,2201.5150451660156,2201.5150451660156,195893000
2016-07-18,2221.41943359375,2229.381510416667,2201.5142415364585,2213.4573567708335,116023000
2016-07-19,2277.153564453125,2281.134602153218,2229.3811120520104,2229.3811120520104,195665500
2016-07-20,2301.0400390625,2305.0210771923657,2281.1348484131704,2285.115886543036,142149000
2016-07-21,2316.964599609375,2336.8697937640945,2309.002521947487,2312.983560778431,202871500
2016-07-22,2312.9833984375,2324.9265140920825,2269.191974370697,2309.0023598859725,111507000
2016-07-25,2309.002685546875,2320.9458028859103,2289.0974899818157,2312.983724659887,111434500
2016-07-26,2285.1162109375,2312.9834818025915,2261.2299787674215,2312.9834818025915,138118000
2016-07-27,2316.964599609375,2332.8887549331507,2293.078366623711,2297.059405454655,208198500
2016-07-28,2297.059814453125,2309.002933072465,2277.154616754224,2309.002933072465,94670000
2016-07-29,2301.0400390625,2328.9073059715615,2301.0400390625,2309.002115322232,115674000
2016-08-01,2368.7177734375,2384.641926536239,2289.0970079438025,2289.0970079438025,221091000
2016-08-02,2388.623046875,2388.623046875,2360.755777994792,2368.7178548177085,158875000
2016-08-03,2384.641845703125,2396.5849601223395,2376.679769423649,2388.622883842863,115363500
2016-08-04,2388.623046875,2400.566162109375,2384.642008463542,2388.623046875,131859500
2016-08-05,2404.54736328125,2428.4335953668256,2388.623208557533,2396.5852859193915,175943500
2016-08-08,2404.54736328125,2436.3956727286836,2384.642169876604,2412.5094406431085,79174000
2016-08-09,2388.623046875,2404.5472005208335,2380.6609700520835,2404.5472005208335,96702000
2016-08-10,2380.660888671875,2388.622965222617,2364.736735570391,2388.622965222617,64883500
2016-08-11,2380.660888671875,2404.547118324101,2372.698812121133,2404.547118324101,107876500
2016-08-12,2388.623046875,2424.452392578125,2380.6609700520835,2392.6040852864585,131484500
2016-08-15,2396.584716796875,2424.4519809456756,2388.622641325789,2412.5088677390468,104034500
2016-08-16,2408.528076171875,2420.4711905991735,2404.547038029442,2420.4711905991735,60200500
2016-08-18,2420.4716796875,2436.395835474918,2408.528562846937,2408.528562846937,186254500
2016-08-19,2436.395751953125,2460.2819848154104,2428.433674332363,2452.3199071946487,169403500
2016-08-22,2436.395751953125,2452.3199071946487,2432.414713142744,2452.3199071946487,110468500
2016-08-23,2432.414794921875,2468.2441454199056,2404.5475223122953,2468.2441454199056,76704500
2016-08-24,2436.395751953125,2444.3578295738866,2432.414713142744,2436.395751953125,111416000
2016-08-25,2428.433349609375,2444.3575027215675,2384.6419285508455,2444.3575027215675,71705000
2016-08-26,2420.4716796875,2428.433757581209,2412.5096017937913,2428.433757581209,48785500
2016-08-29,2392.6044921875,2424.4528048954867,2380.661374922005,2424.4528048954867,40904000
2016-08-30,2388.623046875,2392.6040852864585,2380.6609700520835,2392.6040852864585,70749500
2016-08-31,2396.584716796875,2416.4899054745897,2364.736414912531,2364.736414912531,169155000
2016-09-01,2388.623046875,2400.566162109375,2364.73681640625,2364.73681640625,56229500
2016-09-02,2388.623046875,2436.3955078125,2384.642008463542,2396.585123697917,63478000
2016-09-05,2388.623046875,2432.414469401042,2384.642008463542,2432.414469401042,74444000
2016-09-06,2392.6044921875,2404.547609452995,2380.661374922005,2396.585531275998,70876500
2016-09-07,2420.4716796875,2436.395835474918,2404.5475239000825,2436.395835474918,137103000
2016-09-08,2416.49072265625,2436.39591806528,2412.509683574444,2436.39591806528,88467500
2016-09-09,2396.584716796875,2416.4899054745897,2384.641603590246,2416.4899054745897,86764000
2016-09-13,2392.6044921875,2404.547609452995,2364.7372185680115,2396.585531275998,108835000
2016-09-14,2384.641845703125,2388.622883842863,2356.7745787249582,2380.6608075633867,92904000
2016-09-15,2404.54736328125,2436.3956727286836,2384.642169876604,2420.471518004967,159713000
2016-09-16,2404.54736328125,2424.452556685896,2388.623208557533,2404.54736328125,151477000
2016-09-19,2428.433349609375,2432.4143878874233,2404.547119941086,2428.433349609375,70684000
2016-09-20,2404.54736328125,2432.4146340477546,2404.54736328125,2420.471518004967,74726500
2016-09-21,2416.49072265625,2424.452800819862,2400.566566329026,2404.547605410832,93367000
2016-09-22,2444.357666015625,2484.168051455619,2440.376627471626,2444.357666015625,112772500
2016-09-23,2464.2626953125,2484.167886712439,2448.338542192548,2464.2626953125,111259000
2016-09-26,2444.357666015625,2464.262858735622,2428.4335118396275,2464.262858735622,56087500
2016-09-27,2547.864990234375,2547.864990234375,2388.6234283447266,2404.5475845336914,121486000
2016-09-28,2456.301025390625,2496.1114147810727,2452.3199864515805,2480.1872590248936,104262000
2016-09-29,2504.0732421875,2531.9405119733706,2468.2438953199526,2468.2438953199526,131983000
2016-09-30,2500.092529296875,2547.864998009554,2468.2442168217553,2543.883958950164,146694500
2016-10-03,2543.8837890625,2579.7131382042253,2539.902750268975,2539.902750268975,78715000
2016-10-04,2539.90283203125,2579.713221248041,2531.940754187892,2579.713221248041,81285000
2016-10-05,2516.016845703125,2547.865160205696,2508.054767077482,2508.054767077482,63367500
2016-10-06,2512.03564453125,2555.8270741506535,2508.0546054749407,2547.864996038035,58324500
2016-10-07,2516.016845703125,2547.865160205696,2508.054767077482,2547.865160205696,46006500
2016-10-10,2500.092529296875,2535.921880831384,2492.130451178095,2500.092529296875,24959000
2016-10-11,2516.016845703125,2535.922042267232,2504.073727764661,2535.922042267232,72176500
2016-10-12,2484.16796875,2523.9783528645835,2448.338623046875,2516.016276041667,78936000
2016-10-13,2460.281494140625,2496.110836288304,2444.35734207499,2484.1677222390776,57745000
2016-10-14,2516.016845703125,2555.827238831339,2448.3391773851613,2464.263334636447,107271500
2016-10-17,2531.9404296875,2535.9214680989585,2516.016276041667,2516.016276041667,114630500
2016-10-18,2555.826416015625,2559.807454046802,2539.9022638909173,2547.864339953271,160526000
2016-10-19,2543.8837890625,2571.7510606171754,2519.99755630135,2543.8837890625,43748000
2016-10-20,2508.054443359375,2539.9027537512397,2508.054443359375,2523.9785985553076,38996000
2016-10-21,2516.016845703125,2523.978924328768,2512.0358063903036,2523.978924328768,52681000
2016-10-24,2496.111572265625,2527.9598857873552,2476.2063763145434,2527.9598857873552,64539500
2016-10-25,2468.243896484375,2500.092204826109,2464.2628579416582,2488.149089197959,105666000
2016-10-26,2468.243896484375,2484.168050655242,2464.2628579416582,2484.168050655242,61653500
2016-10-27,2472.224853515625,2480.186930338542,2464.2627766927085,2468.243815104167,79667000
2016-10-28,2484.16796875,2484.16796875,2456.300699869792,2472.224853515625,72105000
2016-10-31,2472.224853515625,2484.16796875,2456.300699869792,2468.243815104167,65543500
2016-11-01,2460.281494140625,2492.129798271895,2460.281494140625,2468.2435701734425,77657500
2016-11-02,2464.2626953125,2472.2247718724757,2440.3764656325725,2460.281657032512,101446000
2016-11-03,2456.301025390625,2468.2441422077595,2436.395830695401,2468.2441422077595,68455000
2016-11-04,2468.243896484375,2468.243896484375,2436.395588142641,2444.3576652280744,62182500
2016-11-07,2452.319091796875,2472.2242792302914,2404.546641956676,2428.4328668767757,110497000
2016-11-08,2468.243896484375,2484.168050655242,2452.319742313508,2452.319742313508,106514500
2016-11-09,2436.395751953125,2480.187178867315,2428.433674332363,2468.244062436172,126875000
2016-11-10,2424.45263671875,2456.3009472175186,2424.45263671875,2436.3957531557885,69882500
2016-11-11,2336.869384765625,2388.6228805100086,2309.0021178263414,2388.6228805100086,222566500
2016-11-14,2289.096923828125,2293.0779619565214,2221.4192756453804,2293.0779619565214,156689000
2016-11-15,2316.964599609375,2368.718104411646,2245.305900652384,2277.1542112999355,135474500
2016-11-16,2344.831787109375,2376.6800966117094,2320.945554982624,2320.945554982624,129035500
2016-11-17,2348.812744140625,2364.736898338189,2340.8506670418433,2348.812744140625,120499000
2016-11-18,2344.831787109375,2348.8128257971666,2328.9076323582076,2340.850748421583,80701500
2016-11-21,2344.831787109375,2352.7938644849587,2328.9076323582076,2340.850748421583,87375000
2016-11-22,2332.888671875,2344.8317879426195,2309.002439739761,2309.002439739761,129317000
2016-11-23,2340.8505859375,2348.812662760417,2328.907470703125,2332.8885091145835,51143500
2016-11-24,2316.964599609375,2340.850832595039,2293.078366623711,2309.002521947487,83313000
2016-11-25,2312.9833984375,2316.9644369890275,2301.0402827829175,2309.0023598859725,71262500
2016-11-28,2289.096923828125,2312.9831525985055,2281.134847571331,2301.0400382133153,75786000
2016-11-29,2285.1162109375,2297.059327022539,2249.2868626823824,2281.135172242487,101969000
2016-11-30,2277.153564453125,2293.0777152534965,2273.1725267530323,2285.1156398533108,163078500
2016-12-01,2320.361083984375,2332.3629516601563,2284.3554809570314,2288.356103515625,107127500
2016-12-02,2348.364990234375,2420.3761824391772,2332.3625030777525,2344.3643684452195,137411500
2016-12-05,2344.3642578125,2372.3686090150386,2320.3605282103244,2348.3648794128626,64879000
2016-12-06,2348.364990234375,2360.366855601842,2336.363124866908,2352.3656120235305,59009500
2016-12-07,2344.3642578125,2356.3661226135882,2336.363014611775,2352.3655010132256,69524500
2016-12-08,2352.365478515625,2380.3698294503347,2320.360506018814,2320.360506018814,121795500
2016-12-09,2352.365478515625,2368.3679647640306,2344.364235391422,2368.3679647640306,86596000
2016-12-13,2352.365478515625,2364.367343201929,2320.360506018814,2348.3648569535235,121360000
2016-12-14,2360.366455078125,2400.3726661811443,2352.3652128575213,2352.3652128575213,128356000
2016-12-15,2364.3671875,2372.3684300972927,2352.365323604061,2356.3659449027073,125417000
2016-12-16,2368.3681640625,2400.3731392525337,2344.3644326699746,2352.3656764674834,105628500
2016-12-19,2356.365966796875,2372.368452140148,2320.360374774512,2320.360374774512,53658000
2016-12-20,2364.3671875,2368.3678087986464,2328.3615958121827,2328.3615958121827,37145000
2016-12-21,2348.364990234375,2368.3680991801534,2340.3637466560635,2368.3680991801534,97165000
2016-12-22,2328.36181640625,2332.3624380839237,2304.3580863402062,2320.360573050902,75773000
2016-12-23,2312.359130859375,2336.3628588613756,2284.354781523708,2304.3578881920416,73656500
2016-12-27,2368.3681640625,2376.3694078600083,2260.351372796136,2288.3557260874154,41749000
2016-12-28,2356.365966796875,2404.3734228266926,2356.365966796875,2384.370316147602,70098000
2016-12-29,2456.382080078125,2468.3839469188974,2356.3665230716865,2368.3683899124594,122316500
2016-12-30,2480.385986328125,2488.3872314453124,2452.381628417969,2456.3822509765623,235500500
2017-01-02,2480.385986328125,2480.385986328125,2480.385986328125,2480.385986328125,0
2017-01-03,2524.392822265625,2524.392822265625,2436.3791264021643,2480.3859743338944,46748000
2017-01-04,2512.390869140625,2540.395225962256,2504.3896243344448,2536.394603559166,85216500
2017-01-05,2508.39013671875,2524.3926256292366,2500.388892263507,2512.3907589463715,97909000
2017-01-06,2496.3876953125,2512.3901805388623,2472.3839674729566,2472.3839674729566,36603000
2017-01-09,2456.382080078125,2496.3883028807004,2424.377101836065,2488.387058320185,88087500
2017-01-10,2464.383056640625,2480.3855440214084,2452.3811911050375,2472.3843003310167,52004500
2017-01-11,2448.380859375,2492.3877048866425,2448.380859375,2488.387082567402,43772500
2017-01-12,2452.38134765625,2472.3844581591557,2444.3801034550875,2448.380725555669,30781000
2017-01-13,2444.379638671875,2492.387094750537,2432.3777746522096,2432.3777746522096,69512500
2017-01-16,2428.377685546875,2440.3795521970246,2400.37333002986,2432.3783077635917,62039500
2017-01-17,2428.377685546875,2440.3795521970246,2424.3770633301588,2428.377685546875,22368500
2017-01-18,2448.380859375,2448.380859375,2424.377125459559,2444.38023705576,93410500
2017-01-19,2460.382568359375,2464.383190421748,2440.37945804751,2456.3819462970023,34360500
2017-01-20,2440.379150390625,2444.3797719486424,2408.3741779264856,2440.379150390625,44242500
2017-01-23,2408.373779296875,2448.379988255295,2408.373779296875,2432.377504671927,21962000
2017-01-24,2408.373779296875,2440.378746463611,2408.373779296875,2432.377504671927,36251000
2017-01-25,2392.37158203125,2444.3796599014945,2392.37158203125,2444.3796599014945,33161500
2017-01-26,2448.380859375,2468.383970971201,2400.3733915441176,2400.3733915441176,53606000
2017-01-27,2464.383056640625,2488.3867877118,2424.3768381886666,2424.3768381886666,37555500
2017-01-30,2472.38427734375,2492.387386383748,2452.381168303752,2492.387386383748,33673000
2017-01-31,2448.380859375,2488.387082567402,2440.3796147365197,2448.380859375,36946500
2017-02-01,2468.383544921875,2480.385409808043,2468.383544921875,2480.385409808043,43359000
2017-02-02,2472.38427734375,2476.3848991517493,2444.379924687753,2452.381168303752,61584000
2017-02-03,2476.384765625,2480.385387217286,2468.383522440428,2472.384144032714,44754000
2017-02-06,2496.3876953125,2508.3895592322715,2480.3852100861377,2492.3870740059097,63275000
2017-02-07,2500.38916015625,2500.38916015625,2468.3841789062503,2468.3841789062503,47873500
2017-02-08,2496.3876953125,2504.388937925681,2484.3858313927285,2500.388316619091,73968000
2017-02-09,2500.38916015625,2504.3897828125,2496.3885375,2496.3885375,134806500
2017-02-10,2400.373046875,2512.3904557291667,2400.373046875,2500.3885904947915,82921000
2017-02-13,2484.38623046875,2504.389340214875,2456.3818768241745,2480.385608519525,98775500
2017-02-14,2480.385986328125,2488.3872314453124,2460.3828735351562,2472.3847412109376,68492000
2017-02-15,2480.385986328125,2480.385986328125,2480.385986328125,2480.385986328125,0
2017-02-16,2480.385986328125,2496.3884765625,2460.3828735351562,2496.3884765625,109934500
2017-02-17,2476.384765625,2492.3872519941438,2456.3816576635704,2472.384144032714,54111500
2017-02-20,2472.38427734375,2496.3880081917473,2464.383033727751,2496.3880081917473,49225000
2017-02-21,2480.385986328125,2484.386608886719,2464.38349609375,2464.38349609375,47016500
2017-02-22,2480.385986328125,2492.3878540039063,2464.38349609375,2464.38349609375,47767500
2017-02-23,2480.385986328125,2492.3878540039063,2464.38349609375,2464.38349609375,81655500
2017-02-24,2480.385986328125,2496.3884765625,2480.385986328125,2484.386608886719,33280500
2017-02-27,2480.385986328125,2484.386608886719,2464.38349609375,2480.385986328125,28618000
2017-02-28,2472.38427734375,2488.386764575748,2464.383033727751,2480.385520959749,110184500
2017-03-01,2480.385986328125,2484.386608886719,2464.38349609375,2464.38349609375,102209000
2017-03-02,2480.385986328125,2508.390344238281,2476.385363769531,2504.3897216796877,78309500
2017-03-03,2476.384765625,2488.386630401858,2468.383522440428,2472.384144032714,88454000
2017-03-06,2476.384765625,2476.384765625,2456.3816576635704,2464.382900848142,44661500
2017-03-07,2472.38427734375,2480.385520959749,2464.383033727751,2464.383033727751,52582000
2017-03-08,2480.385986328125,2484.386608886719,2472.3847412109376,2480.385986328125,87391500
2017-03-09,2500.38916015625,2512.391028125,2480.3860468750004,2500.38916015625,47322000
2017-03-10,2500.38916015625,2512.391028125,2476.3854242187504,2512.391028125,34386000
2017-03-13,2488.38720703125,2504.3896971086215,2476.3853394732214,2496.3884520699357,24933000
2017-03-14,2508.39013671875,2544.3957367673443,2504.3895144911285,2512.3907589463715,62225000
2017-03-15,2504.389404296875,2524.3925145548374,2484.386294038913,2524.3925145548374,70286000
2017-03-16,2540.39453125,2560.3976377952754,2528.3926673228343,2544.395152559055,186021500
2017-03-17,2552.39697265625,2592.4031947981975,2540.3951060136656,2560.3982170846393,223808500
2017-03-20,2572.399658203125,2596.4033875176174,2552.3965504410476,2576.4002797555404,191276500
2017-03-21,2600.404296875,2604.4049188701924,2584.4018088942307,2596.4036748798076,133231500
2017-03-22,2612.40625,2616.406872128637,2568.3994065849924,2568.3994065849924,178821000
2017-03-23,2656.412353515625,2680.41607960161,2620.4067643866483,2624.407385400979,195774000
2017-03-24,2648.41162109375,2688.4178389350454,2632.409133957232,2688.4178389350454,86403000
2017-03-27,2648.41162109375,2660.4134864461384,2640.4103775254907,2648.41162109375,74524000
2017-03-29,2672.41552734375,2692.418637578359,2660.4136612029847,2668.4149052968282,112645500
2017-03-30,2692.41845703125,2700.4197005885494,2672.4153481380013,2692.41845703125,96488000
2017-03-31,2648.41162109375,2720.4228132080816,2648.41162109375,2692.4184607191746,81642500
2017-04-03,2652.41259765625,2712.421932444853,2652.41259765625,2652.41259765625,186889000
2017-04-04,2680.41650390625,2704.4202337919774,2664.414017315765,2680.41650390625,74096500
2017-04-05,2680.41650390625,2680.41650390625,2680.41650390625,2680.41650390625,0
2017-04-06,2772.430908203125,2780.432151805443,2752.4277991973304,2752.4277991973304,117034500
2017-04-07,2776.431640625,2796.434750427774,2752.4279088616713,2796.434750427774,133337000
2017-04-10,2776.431640625,2840.441591993876,2760.429152782781,2820.438482191102,79805500
