Date,sentiment_score,positive_ratio,negative_ratio,discussion_volume
2023-04-03,9.1456,0.7508,0.2492,18
2023-04-04,5.0371,0.6254,0.3746,14
2023-04-05,9.9879,0.7413,0.2587,7
2023-04-06,6.5217,0.6484,0.3516,18
2023-04-07,12.2609,0.8242,0.1758,3
2023-04-10,17.3804,0.7335,0.2665,14
2023-04-11,12.5791,0.7001,0.2999,15
2023-04-12,8.4671,0.6577,0.3423,13
2023-04-13,8.6163,0.7039,0.2961,16
2023-04-14,7.0327,0.7109,0.2891,39
2023-04-17,20.942,0.7741,0.2259,43
2023-04-18,22.364,0.7574,0.2426,27
2023-04-19,32.733,0.8073,0.1927,7
2023-04-20,61.1828,0.8322,0.1678,7
2023-04-21,53.5914,0.9161,0.0839,6
2023-04-24,55.6529,0.9581,0.0419,7
2023-04-25,31.5764,0.729,0.271,4
2023-04-26,27.5153,0.7684,0.2316,26
2023-04-27,22.5829,0.7314,0.2686,36
2023-04-28,18.3264,0.7157,0.2843,20
2023-05-01,22.8932,0.7821,0.2179,33
2023-05-02,23.491,0.7372,0.2628,39
2023-05-03,13.1101,0.6186,0.3814,24
2023-05-04,5.9945,0.4858,0.5142,17
2023-05-05,3.8217,0.4762,0.5238,15
2023-05-08,16.4268,0.6181,0.3819,25
2023-05-09,11.0833,0.6305,0.3695,14
2023-05-10,7.2674,0.6069,0.3931,12
2023-05-11,4.0964,0.5743,0.4257,24
2023-05-12,7.847,0.5564,0.4436,13
2023-05-15,5.0863,0.5837,0.4163,36
2023-05-16,5.251,0.6808,0.3192,27
2023-05-17,5.1625,0.6737,0.3263,18
2023-05-18,4.7479,0.6702,0.3298,6
2023-05-19,6.4723,0.6829,0.3171,23
2023-05-22,7.2943,0.6956,0.3044,24
2023-05-23,4.2152,0.6555,0.3445,13
2023-05-24,4.0643,0.7101,0.2899,17
2023-05-25,3.3587,0.7122,0.2878,7
2023-05-26,3.7735,0.7245,0.2755,19
2023-05-29,7.4325,0.7307,0.2693,19
2023-05-30,6.1005,0.782,0.218,18
2023-05-31,4.8072,0.7104,0.2896,36
2023-06-01,8.8832,0.7124,0.2876,7
2023-06-02,7.013,0.5705,0.4295,7
2023-06-05,10.1236,0.6473,0.3527,29
2023-06-06,5.3111,0.5605,0.4395,19
2023-06-07,6.227,0.6374,0.3626,14
2023-06-08,18.5185,0.6823,0.3177,11
2023-06-09,13.3088,0.6593,0.3407,11
2023-06-12,13.119,0.7329,0.2671,31
2023-06-13,11.3928,0.6998,0.3002,12
2023-06-14,8.2171,0.5807,0.4193,13
2023-06-15,8.0269,0.7189,0.2811,7
2023-06-16,5.6956,0.6372,0.3628,18
2023-06-19,8.5503,0.6823,0.3177,22
2023-06-20,7.1501,0.7161,0.2839,12
2023-06-21,8.0751,0.7331,0.2669,8
2023-06-22,7.1615,0.7756,0.2244,11
2023-06-23,11.0707,0.7378,0.2622,10
2023-06-26,11.2235,0.7385,0.2615,23
2023-06-27,14.143,0.7442,0.2558,12
2023-06-28,11.8293,0.8096,0.1904,8
2023-06-29,10.9772,0.7798,0.2202,4
2023-06-30,5.9886,0.6399,0.3601,2
2023-07-03,15.0298,0.7815,0.2185,13
2023-07-04,8.6589,0.7592,0.2408,19
2023-07-05,10.6505,0.824,0.176,9
2023-07-06,17.5089,0.8406,0.1594,14
2023-07-07,12.6433,0.7536,0.2464,6
2023-07-10,11.5283,0.7859,0.2141,11
2023-07-11,10.4873,0.802,0.198,11
2023-07-12,22.6277,0.8716,0.1284,17
2023-07-13,12.9539,0.7358,0.2642,15
2023-07-14,9.5124,0.7141,0.2859,13
2023-07-17,7.1941,0.6647,0.3353,26
2023-07-18,9.3748,0.6657,0.3343,9
2023-07-19,10.2291,0.5828,0.4172,6
2023-07-20,6.6701,0.4581,0.5419,3
2023-07-21,8.775,0.629,0.371,5
2023-07-24,7.0542,0.6479,0.3521,42
2023-07-25,6.8914,0.6923,0.3077,38
2023-07-26,4.3984,0.694,0.306,23
2023-07-27,2.6745,0.6526,0.3474,18
2023-07-28,15.1834,0.7878,0.2122,13
2023-07-31,9.8834,0.8106,0.1894,18
2023-08-01,7.7886,0.7267,0.2733,14
2023-08-02,4.311,0.6134,0.3866,12
2023-08-03,4.3749,0.6638,0.3362,14
2023-08-04,4.065,0.6176,0.3824,14
2023-08-07,9.5881,0.6421,0.3579,21
2023-08-08,6.114,0.6211,0.3789,10
2023-08-09,6.4703,0.7105,0.2895,30
2023-08-10,12.9496,0.7511,0.2489,24
2023-08-11,12.8903,0.6913,0.3087,19
2023-08-14,10.8586,0.6726,0.3274,26
2023-08-15,7.9548,0.6577,0.3423,14
2023-08-16,9.3346,0.8289,0.1711,7
2023-08-17,5.7073,0.6144,0.3856,5
2023-08-18,5.5164,0.6534,0.3466,13
2023-08-21,3.4501,0.5876,0.4124,23
2023-08-22,3.184,0.575,0.425,16
2023-08-23,5.8513,0.6208,0.3792,18
2023-08-24,17.9256,0.8104,0.1896,2
2023-08-25,8.9016,0.4766,0.5234,7
2023-08-28,7.9542,0.4764,0.5236,21
2023-08-29,14.2271,0.4882,0.5118,2
2023-08-30,7.6921,0.4714,0.5286,11
2023-08-31,7.2445,0.5482,0.4518,8
2023-09-01,3.6639,0.5241,0.4759,12
2023-09-04,7.932,0.662,0.338,20
2023-09-05,7.656,0.781,0.219,10
2023-09-06,6.5199,0.7383,0.2617,23
2023-09-07,3.7463,0.6311,0.3689,21
2023-09-08,3.9012,0.5834,0.4166,28
2023-09-11,10.7709,0.6621,0.3379,27
2023-09-12,12.3855,0.7428,0.2572,17
2023-09-13,14.1749,0.7464,0.2536,28
2023-09-14,18.2219,0.7399,0.2601,30
2023-09-15,10.3837,0.6881,0.3119,33
2023-09-18,13.1918,0.7441,0.2559,20
2023-09-19,11.5783,0.732,0.268,25
2023-09-20,6.0494,0.5803,0.4197,14
2023-09-21,13.0247,0.6902,0.3098,10
2023-09-22,20.4409,0.7736,0.2264,14
2023-09-25,13.3762,0.6662,0.3338,34
2023-09-26,6.7058,0.5639,0.4361,26
2023-09-27,3.4906,0.5181,0.4819,36
2023-09-28,2.5842,0.5772,0.4228,11
2023-09-29,4.4313,0.6486,0.3514,25
2023-10-02,9.7179,0.7281,0.2719,52
2023-10-03,5.3312,0.6535,0.3465,19
2023-10-04,9.3415,0.7157,0.2843,36
2023-10-05,5.7645,0.6078,0.3922,24
2023-10-06,4.6373,0.6289,0.3711,20
2023-10-09,15.5669,0.6716,0.3284,21
2023-10-10,17.1723,0.6958,0.3042,25
2023-10-11,9.0407,0.5752,0.4248,11
2023-10-12,7.1155,0.6405,0.3595,17
2023-10-13,6.5952,0.6953,0.3047,20
2023-10-16,8.4439,0.7524,0.2476,21
2023-10-17,10.6264,0.7972,0.2028,19
2023-10-18,6.2834,0.701,0.299,43
2023-10-19,4.8796,0.6771,0.3229,75
2023-10-20,7.1366,0.7186,0.2814,75
2023-10-23,6.8914,0.7285,0.2715,65
2023-10-24,5.3172,0.6559,0.3441,24
2023-10-25,6.768,0.703,0.297,24
2023-10-26,7.3917,0.7136,0.2864,58
2023-10-27,5.6218,0.6901,0.3099,27
2023-10-30,4.6654,0.6645,0.3355,36
2023-10-31,4.403,0.6447,0.3553,24
2023-11-01,2.8732,0.6195,0.3805,69
2023-11-02,2.6584,0.6777,0.3223,53
2023-11-03,5.6495,0.7763,0.2237,16
2023-11-06,6.6207,0.7453,0.2547,35
2023-11-07,4.6463,0.7477,0.2523,16
2023-11-08,5.8004,0.7602,0.2398,22
2023-11-09,5.3794,0.7343,0.2657,24
2023-11-10,6.3541,0.7481,0.2519,21
2023-11-13,13.2707,0.7377,0.2623,33
2023-11-14,9.8679,0.7601,0.2399,23
2023-11-15,8.2971,0.7589,0.2411,33
2023-11-16,7.1131,0.7177,0.2823,34
2023-11-17,4.5154,0.6653,0.3347,31
2023-11-20,5.6388,0.7,0.3,49
2023-11-21,6.134,0.7023,0.2977,44
2023-11-22,4.9891,0.6747,0.3253,34
2023-11-23,13.1401,0.7707,0.2293,30
2023-11-24,11.2485,0.7253,0.2747,25
2023-11-27,12.17,0.7336,0.2664,31
2023-11-28,9.4569,0.7532,0.2468,22
2023-11-29,7.8618,0.7099,0.2901,30
2023-11-30,6.1675,0.73,0.27,28
2023-12-01,5.4238,0.665,0.335,25
2023-12-04,5.2614,0.6729,0.3271,47
2023-12-05,3.8167,0.6546,0.3454,11
2023-12-06,3.6728,0.6455,0.3545,22
2023-12-07,4.352,0.6353,0.3647,40
2023-12-08,4.6348,0.6151,0.3849,79
2023-12-11,4.2119,0.5643,0.4357,37
2023-12-12,6.5504,0.6988,0.3012,18
2023-12-13,5.4297,0.7036,0.2964,24
2023-12-14,5.2556,0.693,0.307,85
2023-12-15,6.2883,0.7331,0.2669,75
2023-12-18,6.9605,0.7035,0.2965,46
2023-12-19,6.8419,0.7918,0.2082,25
2023-12-20,6.5547,0.8108,0.1892,47
2023-12-21,4.733,0.7131,0.2869,26
2023-12-22,3.8998,0.6899,0.3101,15
2023-12-25,8.6813,0.754,0.246,11
2023-12-26,3.3007,0.577,0.423,5
2023-12-27,4.0586,0.5929,0.4071,23
2023-12-28,5.2888,0.6494,0.3506,34
2023-12-29,9.6012,0.7136,0.2864,27
2024-01-01,11.3339,0.6901,0.3099,15
2024-01-02,7.4278,0.6833,0.3167,34
2024-01-03,7.4869,0.6452,0.3548,28
2024-01-04,7.6064,0.7115,0.2885,45
2024-01-05,8.3711,0.7741,0.2259,49
2024-01-08,6.8522,0.7204,0.2796,42
2024-01-09,3.9231,0.6294,0.3706,26
2024-01-10,3.9685,0.5516,0.4484,19
2024-01-11,3.5172,0.5536,0.4464,27
2024-01-12,5.1933,0.6393,0.3607,40
2024-01-15,5.9741,0.6696,0.3304,40
2024-01-16,7.0704,0.5848,0.4152,18
2024-01-17,7.5508,0.6674,0.3326,24
2024-01-18,9.1111,0.6866,0.3134,17
2024-01-19,7.0,0.6767,0.3233,15
2024-01-22,7.7872,0.6681,0.3319,47
2024-01-23,4.513,0.6219,0.3781,33
2024-01-24,3.582,0.6004,0.3996,19
2024-01-25,8.0181,0.7421,0.2579,43
2024-01-26,7.2896,0.695,0.305,71
2024-01-29,7.7894,0.7339,0.2661,66
2024-01-30,5.7729,0.7062,0.2938,28
2024-01-31,4.0462,0.6608,0.3392,52
2024-02-01,6.037,0.7471,0.2529,30
2024-02-02,5.7129,0.7069,0.2931,24
2024-02-05,10.1271,0.7925,0.2075,41
2024-02-06,11.8873,0.7869,0.2131,32
2024-02-07,9.1981,0.778,0.222,26
2024-02-08,5.0311,0.6668,0.3332,9
2024-02-09,5.6891,0.697,0.303,11
2024-02-12,6.5568,0.7206,0.2794,43
2024-02-13,5.2706,0.6728,0.3272,24
2024-02-14,3.3553,0.6364,0.3636,5
2024-02-15,5.9731,0.6932,0.3068,44
2024-02-16,6.0132,0.7127,0.2873,56
2024-02-19,6.2568,0.7368,0.2632,46
2024-02-20,7.7244,0.7623,0.2377,33
2024-02-21,7.5382,0.7448,0.2552,55
2024-02-22,7.1587,0.7524,0.2476,25
2024-02-23,6.9332,0.731,0.269,31
2024-02-26,8.3449,0.7443,0.2557,33
2024-02-27,6.6601,0.7333,0.2667,18
2024-02-28,7.2463,0.7614,0.2386,38
2024-02-29,4.8063,0.6585,0.3415,27
2024-03-01,4.9194,0.7331,0.2669,26
2024-03-04,6.5764,0.7035,0.2965,46
2024-03-05,8.3559,0.7892,0.2108,24
2024-03-06,4.2146,0.629,0.371,32
2024-03-07,4.2269,0.6406,0.3594,46
2024-03-08,5.9432,0.6987,0.3013,74
2024-03-11,10.5609,0.766,0.234,42
2024-03-12,8.7805,0.7012,0.2988,11
2024-03-13,7.3267,0.6839,0.3161,42
2024-03-14,7.0857,0.6774,0.3226,79
2024-03-15,7.8847,0.672,0.328,39
2024-03-18,10.7276,0.7037,0.2963,68
2024-03-19,8.3787,0.6933,0.3067,41
2024-03-20,8.3141,0.7514,0.2486,21
2024-03-21,11.0377,0.8201,0.1799,27
2024-03-22,8.2212,0.761,0.239,57
2024-03-25,6.3826,0.6937,0.3063,83
2024-03-26,4.2521,0.6754,0.3246,35
2024-03-27,4.3301,0.6591,0.3409,28
2024-03-28,4.4979,0.6462,0.3538,30
2024-03-29,4.8786,0.6565,0.3435,9
2024-04-01,4.5844,0.6515,0.3485,99
2024-04-02,6.9172,0.6591,0.3409,48
2024-04-03,4.9073,0.6466,0.3534,123
2024-04-04,4.3731,0.6489,0.3511,86
2024-04-05,8.4566,0.7967,0.2033,18
2024-04-08,14.015,0.7983,0.2017,15
2024-04-09,13.0901,0.7628,0.2372,11
2024-04-10,10.5451,0.8814,0.1186,1
2024-04-11,8.9948,0.774,0.226,6
2024-04-12,10.2196,0.7204,0.2796,6
2024-04-15,8.952,0.6863,0.3137,23
2024-04-16,5.5194,0.6655,0.3345,76
2024-04-17,3.9869,0.603,0.397,37
2024-04-18,8.2657,0.7325,0.2675,29
2024-04-19,4.7039,0.6748,0.3252,47
2024-04-22,4.1075,0.6584,0.3416,81
2024-04-23,4.8865,0.6785,0.3215,73
2024-04-24,7.3737,0.7365,0.2635,73
2024-04-25,7.4515,0.682,0.318,51
2024-04-26,4.7083,0.6208,0.3792,84
2024-04-29,4.9415,0.6035,0.3965,58
2024-04-30,6.727,0.6654,0.3346,44
2024-05-01,9.2835,0.7327,0.2673,5
2024-05-02,5.7067,0.6436,0.3564,101
2024-05-03,5.2571,0.6527,0.3473,68
2024-05-06,5.2326,0.6712,0.3288,58
2024-05-07,3.329,0.6508,0.3492,46
2024-05-08,2.22,0.6145,0.3855,64
2024-05-09,3.51,0.7072,0.2928,10
2024-05-10,5.635,0.7536,0.2464,10
2024-05-13,4.4584,0.7037,0.2963,52
2024-05-14,8.0123,0.761,0.239,22
2024-05-15,9.4577,0.8015,0.1985,19
2024-05-16,11.9819,0.8637,0.1363,27
2024-05-17,7.7015,0.7611,0.2389,41
2024-05-20,5.4476,0.6561,0.3439,49
2024-05-21,3.4716,0.6035,0.3965,49
2024-05-22,2.5165,0.5812,0.4188,34
2024-05-23,10.996,0.7573,0.2427,15
2024-05-24,10.998,0.712,0.288,12
2024-05-27,9.3908,0.6722,0.3278,68
2024-05-28,4.2943,0.5652,0.4348,24
2024-05-29,2.8698,0.5841,0.4159,68
2024-05-30,2.7389,0.5847,0.4153,123
2024-05-31,3.5755,0.6149,0.3851,62
2024-06-03,5.389,0.6718,0.3282,70
2024-06-04,5.4299,0.6648,0.3352,38
2024-06-05,4.6206,0.6538,0.3462,42
2024-06-06,5.6413,0.669,0.331,19
2024-06-07,4.5552,0.6123,0.3877,45
2024-06-10,5.8825,0.6454,0.3546,56
2024-06-11,7.3032,0.6352,0.3648,24
2024-06-12,4.5496,0.6033,0.3967,28
2024-06-13,2.7246,0.5958,0.4042,17
2024-06-14,1.9899,0.5928,0.4072,39
2024-06-17,3.9557,0.555,0.445,29
2024-06-18,2.214,0.5275,0.4725,18
2024-06-19,1.1751,0.5079,0.4921,43
2024-06-20,6.0108,0.6317,0.3683,45
2024-06-21,5.2446,0.6873,0.3127,35
2024-06-24,5.3863,0.6467,0.3533,33
2024-06-25,5.3911,0.5733,0.4267,24
2024-06-26,2.4256,0.522,0.478,34
2024-06-27,2.1573,0.5758,0.4242,27
2024-06-28,4.5884,0.6437,0.3563,52
2024-07-01,6.1681,0.6942,0.3058,47
2024-07-02,7.4024,0.7,0.3,17
2024-07-03,8.2645,0.7196,0.2804,23
2024-07-04,8.9448,0.7526,0.2474,28
2024-07-05,7.7771,0.7513,0.2487,16
2024-07-08,8.2209,0.7377,0.2623,29
2024-07-09,6.2125,0.7167,0.2833,23
2024-07-10,4.1865,0.7472,0.2528,27
2024-07-11,5.2172,0.6918,0.3082,22
2024-07-12,6.3276,0.6868,0.3132,22
2024-07-15,11.4424,0.6669,0.3331,34
2024-07-16,11.3402,0.6192,0.3808,21
2024-07-17,10.0487,0.6614,0.3386,27
2024-07-18,8.262,0.7107,0.2893,25
2024-07-19,4.3795,0.6246,0.3754,13
2024-07-22,5.4385,0.6337,0.3663,28
2024-07-23,5.1517,0.6669,0.3331,20
2024-07-24,6.887,0.6668,0.3332,30
2024-07-25,7.1106,0.6875,0.3125,48
2024-07-26,9.7808,0.6243,0.3757,41
2024-07-29,7.5612,0.6798,0.3202,34
2024-07-30,6.0616,0.7035,0.2965,22
2024-07-31,8.8539,0.7327,0.2673,21
2024-08-01,7.4964,0.6997,0.3003,24
2024-08-02,3.9558,0.644,0.356,17
2024-08-05,2.7167,0.5876,0.4124,96
2024-08-06,4.0276,0.6528,0.3472,39
2024-08-07,3.5324,0.6446,0.3554,22
2024-08-08,10.6422,0.6859,0.3141,22
2024-08-09,5.0097,0.6959,0.3041,17
2024-08-12,4.7519,0.6172,0.3828,26
2024-08-13,8.11,0.7033,0.2967,19
2024-08-14,5.1609,0.6433,0.3567,24
2024-08-15,2.675,0.5391,0.4609,23
2024-08-16,7.2962,0.5877,0.4123,22
2024-08-19,8.7324,0.6827,0.3173,27
2024-08-20,6.1886,0.6814,0.3186,25
2024-08-21,6.7206,0.7343,0.2657,47
2024-08-22,3.7076,0.5908,0.4092,38
2024-08-23,4.0283,0.6079,0.3921,24
2024-08-26,6.0252,0.6676,0.3324,33
2024-08-27,7.5661,0.7303,0.2697,29
2024-08-28,6.5166,0.7052,0.2948,25
2024-08-29,6.5552,0.7276,0.2724,24
2024-08-30,9.7186,0.7805,0.2195,24
2024-09-02,7.4542,0.6541,0.3459,36
2024-09-03,12.9271,0.8271,0.1729,10
2024-09-04,7.4151,0.7076,0.2924,17
2024-09-05,3.7382,0.5681,0.4319,14
2024-09-06,5.5377,0.6687,0.3313,13
2024-09-09,5.0562,0.6885,0.3115,24
2024-09-10,6.5096,0.7609,0.2391,18
2024-09-11,4.7978,0.693,0.307,16
2024-09-12,3.3364,0.534,0.466,8
2024-09-13,6.1765,0.6617,0.3383,19
2024-09-16,7.1549,0.6642,0.3358,15
2024-09-17,4.9375,0.6721,0.3279,25
2024-09-18,6.6245,0.6552,0.3448,47
2024-09-19,8.2178,0.6876,0.3124,75
2024-09-20,4.9237,0.6494,0.3506,36
2024-09-23,13.0232,0.7266,0.2734,51
2024-09-24,17.71,0.7681,0.2319,21
2024-09-25,10.8257,0.6674,0.3326,90
2024-09-26,8.5976,0.706,0.294,47
2024-09-27,5.9453,0.6863,0.3137,33
2024-09-30,5.2929,0.6869,0.3131,48
2024-10-01,8.7665,0.7435,0.2565,30
2024-10-02,8.7906,0.6865,0.3135,27
2024-10-03,5.2829,0.608,0.392,17
2024-10-04,3.8871,0.5687,0.4313,17
2024-10-07,4.3162,0.6316,0.3684,36
2024-10-08,2.3678,0.634,0.366,44
2024-10-09,12.3773,0.6607,0.3393,16
2024-10-10,15.3488,0.7679,0.2321,16
2024-10-11,8.9601,0.6696,0.3304,14
2024-10-14,6.2778,0.6243,0.3757,19
2024-10-15,4.1389,0.6455,0.3545,12
2024-10-16,2.8423,0.5596,0.4404,19
2024-10-17,2.2443,0.5655,0.4345,42
2024-10-18,1.9466,0.5161,0.4839,15
2024-10-21,3.2218,0.5657,0.4343,26
2024-10-22,3.4484,0.5329,0.4671,20
2024-10-23,5.5509,0.6414,0.3586,44
2024-10-24,6.8804,0.7096,0.2904,36
2024-10-25,6.255,0.6881,0.3119,27
2024-10-28,5.9842,0.673,0.327,38
2024-10-29,5.0419,0.5997,0.4003,19
2024-10-30,5.6214,0.6748,0.3252,56
2024-10-31,6.9905,0.6556,0.3444,44
2024-11-01,5.5719,0.5611,0.4389,30
2024-11-04,4.696,0.5836,0.4164,33
2024-11-05,3.5633,0.5835,0.4165,24
2024-11-06,3.1143,0.5526,0.4474,46
2024-11-07,2.9132,0.5968,0.4032,39
2024-11-08,3.6606,0.6155,0.3845,41
2024-11-11,5.0258,0.6096,0.3904,106
2024-11-12,10.6233,0.7151,0.2849,39
2024-11-13,6.5487,0.6811,0.3189,17
2024-11-14,6.6536,0.6436,0.3564,33
2024-11-15,10.4096,0.7256,0.2744,26
2024-11-18,6.9305,0.6583,0.3417,44
2024-11-19,5.8855,0.618,0.382,45
2024-11-20,5.3849,0.6039,0.3961,39
2024-11-21,4.74,0.6269,0.3731,40
2024-11-22,6.2808,0.71,0.29,29
2024-11-25,9.314,0.7641,0.2359,33
2024-11-26,7.5243,0.7392,0.2608,35
2024-11-27,6.9622,0.7696,0.2304,5
2024-11-28,6.3639,0.666,0.334,16
2024-11-29,7.3733,0.7219,0.2781,18
2024-12-02,5.6825,0.6292,0.3708,41
2024-12-03,4.0079,0.648,0.352,30
2024-12-04,7.4415,0.699,0.301,36
2024-12-05,8.7161,0.7106,0.2894,36
2024-12-06,5.7283,0.7082,0.2918,17
2024-12-09,9.2819,0.6708,0.3292,30
2024-12-10,7.301,0.6854,0.3146,20
2024-12-11,9.8966,0.7404,0.2596,44
2024-12-12,6.6348,0.6995,0.3005,41
2024-12-13,10.8004,0.6689,0.3311,47
2024-12-16,17.5316,0.704,0.296,69
2024-12-17,10.3092,0.6267,0.3733,71
2024-12-18,6.8298,0.5959,0.4041,69
2024-12-19,5.864,0.6177,0.3823,147
2024-12-20,8.8464,0.6447,0.3553,67
2024-12-23,12.4762,0.6955,0.3045,67
2024-12-24,10.6603,0.6811,0.3189,30
2024-12-25,13.0431,0.6843,0.3157,16
2024-12-26,14.0815,0.6421,0.3579,5
2024-12-27,9.9333,0.6847,0.3153,22
2024-12-30,10.6399,0.6757,0.3243,51
2024-12-31,10.8296,0.7852,0.2148,19
2025-01-01,41.9481,0.7259,0.2741,15
2025-01-02,32.9581,0.713,0.287,50
2025-01-03,25.9449,0.6377,0.3623,32
2025-01-06,21.0668,0.6868,0.3132,53
2025-01-07,13.306,0.6212,0.3788,54
2025-01-08,16.2594,0.6906,0.3094,50
2025-01-09,9.4159,0.6862,0.3138,44
2025-01-10,14.8788,0.6645,0.3355,42
2025-01-13,10.316,0.6575,0.3425,123
2025-01-14,6.7468,0.599,0.401,74
2025-01-15,6.7774,0.6328,0.3672,99
2025-01-16,7.6394,0.659,0.341,54
2025-01-17,13.0758,0.7319,0.2681,41
2025-01-20,12.0096,0.7454,0.2546,112
2025-01-21,7.2905,0.6737,0.3263,103
2025-01-22,6.7961,0.7029,0.2971,56
2025-01-23,7.6361,0.7102,0.2898,92
2025-01-24,6.323,0.6833,0.3167,163
2025-01-27,10.707,0.6472,0.3528,72
2025-01-28,18.3757,0.6569,0.3431,15
2025-01-29,25.7535,0.716,0.284,40
2025-01-30,16.9343,0.7169,0.2831,124
2025-01-31,12.5207,0.6434,0.3566,93
2025-02-03,14.3767,0.6681,0.3319,140
2025-02-04,11.0675,0.6507,0.3493,60
2025-02-05,11.1635,0.6795,0.3205,96
2025-02-06,7.4936,0.6391,0.3609,324
2025-02-07,7.7986,0.6657,0.3343,156
2025-02-10,9.9916,0.6406,0.3594,130
2025-02-11,7.5605,0.6385,0.3615,99
2025-02-12,7.7959,0.6566,0.3434,83
2025-02-13,10.7617,0.6804,0.3196,71
2025-02-14,8.1738,0.6787,0.3213,96
2025-02-17,13.5425,0.6898,0.3102,117
2025-02-18,14.6328,0.7214,0.2786,85
2025-02-19,11.5426,0.7232,0.2768,120
2025-02-20,12.1184,0.6733,0.3267,77
2025-02-21,10.3654,0.7116,0.2884,60
2025-02-24,12.4474,0.7005,0.2995,103
2025-02-25,9.1825,0.6295,0.3705,111
2025-02-26,9.6773,0.6481,0.3519,93
2025-02-27,4.9737,0.5644,0.4356,258
2025-02-28,4.3171,0.5725,0.4275,217
2025-03-03,5.7224,0.6056,0.3944,227
2025-03-04,5.2791,0.5991,0.4009,81
2025-03-05,8.8748,0.6542,0.3458,86
2025-03-06,12.1478,0.6882,0.3118,54
2025-03-07,7.3839,0.6485,0.3515,46
2025-03-10,11.5326,0.6732,0.3268,96
2025-03-11,9.0653,0.6312,0.3688,56
2025-03-12,5.9315,0.6634,0.3366,138
2025-03-13,6.9197,0.6773,0.3227,68
2025-03-14,7.3537,0.6601,0.3399,70
2025-03-17,8.6241,0.6607,0.3393,186
2025-03-18,4.8255,0.5887,0.4113,387
2025-03-19,4.3444,0.5973,0.4027,170
2025-03-20,5.963,0.6465,0.3535,138
2025-03-21,4.013,0.6062,0.3938,463
2025-03-24,5.1644,0.602,0.398,470
2025-03-25,7.2647,0.6237,0.3763,141
2025-03-26,11.0484,0.6974,0.3026,201
2025-03-27,11.7299,0.753,0.247,94
2025-03-28,13.6016,0.7469,0.2531,27
2025-03-31,11.9964,0.7306,0.2694,42
2025-04-01,7.9932,0.6653,0.3347,20
2025-04-02,9.6633,0.666,0.334,12
2025-04-03,8.7591,0.6091,0.3909,67
2025-04-04,7.6764,0.5731,0.4269,54
2025-04-07,6.9054,0.5803,0.4197,240
2025-04-08,5.7616,0.6041,0.3959,379
2025-04-09,6.3448,0.6456,0.3544,131
2025-04-10,6.1563,0.6669,0.3331,186
2025-04-11,7.3365,0.6886,0.3114,107
2025-04-14,14.9797,0.7412,0.2588,131
2025-04-15,11.547,0.7264,0.2736,52
2025-04-16,14.7504,0.7848,0.2152,51
2025-04-17,18.1493,0.7647,0.2353,47
2025-04-18,9.8774,0.6177,0.3823,17
2025-04-21,16.94,0.6558,0.3442,98
2025-04-22,15.5678,0.7098,0.2902,72
2025-04-23,12.3521,0.7269,0.2731,125
2025-04-24,9.7716,0.6851,0.3149,157
2025-04-25,11.4791,0.7195,0.2805,65
2025-04-28,13.9995,0.7097,0.2903,100
2025-04-29,18.0345,0.7438,0.2562,72
2025-04-30,11.7588,0.6774,0.3226,72
2025-05-01,14.021,0.6668,0.3332,32
2025-05-02,13.2672,0.7319,0.2681,64
2025-05-05,14.4599,0.7494,0.2506,103
2025-05-06,15.8616,0.7497,0.2503,56
2025-05-07,11.5026,0.694,0.306,47
2025-05-08,12.2631,0.6995,0.3005,61
2025-05-09,7.5204,0.6275,0.3725,27
2025-05-12,14.8229,0.6828,0.3172,42
2025-05-13,23.434,0.7207,0.2793,29
2025-05-14,17.3552,0.7323,0.2677,82
2025-05-15,12.7337,0.7071,0.2929,88
2025-05-16,12.2928,0.7403,0.2597,53
2025-05-19,17.2323,0.7517,0.2483,114
2025-05-20,12.798,0.7217,0.2783,107
2025-05-21,12.2394,0.6813,0.3187,117
2025-05-22,10.5368,0.6769,0.3231,58
2025-05-23,9.6773,0.6829,0.3171,45
2025-05-26,17.5298,0.7392,0.2608,88
2025-05-27,11.4547,0.7068,0.2932,43
2025-05-28,14.3399,0.7201,0.2799,45
2025-05-29,36.4488,0.7639,0.2361,26
2025-05-30,28.1263,0.7361,0.2639,24
2025-06-02,19.1617,0.6673,0.3327,142
2025-06-03,16.5535,0.7087,0.2913,64
2025-06-04,12.7429,0.7189,0.2811,48
2025-06-05,11.0124,0.7011,0.2989,60
2025-06-06,19.0652,0.8089,0.1911,12
2025-06-09,20.1024,0.7473,0.2527,35
2025-06-10,16.9376,0.7487,0.2513,44
2025-06-11,16.674,0.7354,0.2646,36
2025-06-12,13.7133,0.6427,0.3573,20
2025-06-13,10.5454,0.6282,0.3718,44
2025-06-16,23.6813,0.6837,0.3163,69
2025-06-17,18.079,0.6967,0.3033,31
2025-06-18,18.2237,0.761,0.239,63
2025-06-19,9.6361,0.6396,0.3604,83
2025-06-20,6.1877,0.6398,0.3602,75
2025-06-23,7.6331,0.6532,0.3468,123
2025-06-24,9.4322,0.6744,0.3256,69
2025-06-25,8.9197,0.6733,0.3267,61
2025-06-26,8.5043,0.6804,0.3196,64
2025-06-27,11.7748,0.7967,0.2033,23
2025-06-30,12.9561,0.7298,0.2702,89
2025-07-01,9.0057,0.6871,0.3129,45
2025-07-02,6.251,0.6645,0.3355,67
2025-07-03,7.6802,0.6447,0.3553,40
